ORACLE_TABLE_ID,ORACLE_COL_NAME,ORACLE_COL_DESCRIPTION,ORACLE_DATATYPE
51855.0,OVERHEAD_VARIANCE_ACCOUNT,General Ledger account to accumulate overhead variance charges for a job or schedule,N
78670.0,ATTRIBUTE11,Descriptive flexfield segment,V
78670.0,ATTRIBUTE12,Descriptive flexfield segment,V
78670.0,ATTRIBUTE13,Descriptive flexfield segment,V
78670.0,ATTRIBUTE14,Descriptive flexfield segment,V
78670.0,ATTRIBUTE15,Descriptive flexfield segment,V
78670.0,ATTRIBUTE16,Descriptive Flexfield segment,V
78670.0,ATTRIBUTE17,Descriptive Flexfield segment,V
78670.0,ATTRIBUTE18,Descriptive Flexfield segment,V
78670.0,ATTRIBUTE19,Descriptive Flexfield segment,V
78670.0,ATTRIBUTE20,Descriptive Flexfield segment,V
78670.0,GLOBAL_ATTRIBUTE_CATEGORY,Not currently used,V
78670.0,GLOBAL_ATTRIBUTE1,Not currently used,V
78670.0,GLOBAL_ATTRIBUTE2,Not currently used,V
78670.0,GLOBAL_ATTRIBUTE3,Not currently used,V
78670.0,GLOBAL_ATTRIBUTE4,Not currently used,V
78670.0,GLOBAL_ATTRIBUTE5,Not currently used,V
89258.0,CHANGE_NOTICE,Engineering change order number,V
89258.0,CHECK_ATP,Flag indicating if ATP check is required,N
89258.0,COMPONENT_ITEM_ID,Component item identifier,N
89258.0,COMPONENT_ITEM_REVISION_ID,Item revision Identifier,N
89258.0,COMPONENT_QUANTITY,Quantity of component in bill of material,N
89258.0,COMPONENT_REMARKS,Component remarks,V
89258.0,COMPONENT_SEQUENCE_ID,Component unique identifier,N
89258.0,COMPONENT_YIELD_FACTOR,Factor used to multiply component quantity with to obtain required component quantity,N
89258.0,COST_FACTOR,(not currently used),N
89258.0,CREATED_BY,Standard Who column,N
89258.0,CREATION_DATE,Standard Who column,D
89258.0,DELETE_GROUP_NAME,Delete group name for the entity type you are deleting,V
89258.0,DG_DESCRIPTION,Description of the delete group,V
89258.0,DISABLE_DATE,Disable date,D
89258.0,ECO_FOR_PRODUCTION,Indicates if this component on an Engineering Change Order is only for WIP  jobs,N
89258.0,EFFECTIVITY_DATE,Effective date,D
89258.0,ENFORCE_INT_REQUIREMENTS,Enforce Integer Requirements,N
89258.0,FROM_BILL_REVISION_ID,From Bill Revision Id,N
89258.0,FROM_END_ITEM_REV_ID,From End Item Revision Id,N
89258.0,FROM_END_ITEM_STRC_REV_ID,(not currently used),N
89258.0,FROM_END_ITEM_UNIT_NUMBER,From End Item Unit Number,V
89258.0,HIGH_QUANTITY,Maximum quantity allowed on an order,N
89258.0,IMPLEMENTATION_DATE,Date on which engineering change order was implemented,D
89258.0,INCLUDE_IN_COST_ROLLUP,Flag indicating if this component is to be used when rolling up costs,N
89258.0,INCLUDE_ON_BILL_DOCS,(not currently used),N
89258.0,INCLUDE_ON_SHIP_DOCS,Flag indicating if component is displayed on shipping documents,N
89258.0,ITEM_NUM,Item sequence within bill of material structure,N
89258.0,LAST_UPDATED_BY,Standard Who column,N
89258.0,LAST_UPDATE_DATE,Standard Who column,D
89258.0,LAST_UPDATE_LOGIN,Standard Who column,N
89258.0,LOW_QUANTITY,Minimum quantity allowed on an order,N
89258.0,MODEL_COMP_SEQ_ID,Component sequence identifier from model bill (for ATO),N
89258.0,MUTUALLY_EXCLUSIVE_OPTIONS,Flag indicating if one or more children of component can be picked when taking an order,N
89258.0,OBJ_NAME,Object Name,V
89258.0,OLD_COMPONENT_SEQUENCE_ID,Identifier of original component row an ECO effects,N
89258.0,OPERATION_LEAD_TIME_PERCENT,Operation offset from first operation in routing  (denormalized from corresponding column in BOM_OPERATION_SEQUNCES),N
89258.0,OPERATION_SEQ_NUM,Operation sequence number,N
89258.0,OPTIONAL,Flag indicating if component is optional in bill,N
89258.0,OPTIONAL_ON_MODEL,Flag indicating if component is optional on model bill (for ATO),N
89258.0,ORIGINAL_SYSTEM_REFERENCE,Original system that data for the current record has come from,V
89258.0,OVERLAPPING_CHANGES,Overlapping Changes,N
89258.0,PARENT_BILL_SEQ_ID,Common bill sequence id of the model bill (for ATO),N
89258.0,PICK_COMPONENTS,(not currently used),N
89258.0,PK1_VALUE,Primary Key id of the object,V
89258.0,PK2_VALUE,Primary Key id of the object,V
89258.0,PK3_VALUE,Primary Key of the object,V
89258.0,PK4_VALUE,Primary key of the object,V
89258.0,PK5_VALUE,Primary key of the object,V
89258.0,PLANNING_FACTOR,Factor used to multiply component quantity with to obtain planning quantity,N
89258.0,PLAN_LEVEL,Plan level based on model bill (for ATO),N
89258.0,PROGRAM_APPLICATION_ID,Concurrent Who column,N
89258.0,PROGRAM_ID,Concurrent Who column,N
89258.0,PROGRAM_UPDATE_DATE,Concurrent Who column,D
89258.0,QUANTITY_RELATED,Identifier to indicate if this component has quantity related reference designators,N
89258.0,REQUEST_ID,Concurrent Who column,N
89258.0,REQUIRED_FOR_REVENUE,Flag indicating if component is required for revenue,N
89258.0,REQUIRED_TO_SHIP,Flag indicating if component is required to ship,N
89258.0,REVISED_ITEM_SEQUENCE_ID,Engineering change order revised item identifier,N
89258.0,SHIPPING_ALLOWED,Flag indicating if component is allowed to ship,N
89258.0,SO_BASIS,Quantity basis used by Oracle Order Management to determine how many units of component to put on an order,N
89258.0,SUGGESTED_VENDOR_NAME,Suggested vendor name will be used for direct items for EAM BOMs,V
89258.0,SUPPLY_LOCATOR_ID,Supply locator identifier,N
89258.0,SUPPLY_SUBINVENTORY,Supply subinventory,V
89258.0,TO_BILL_REVISION_ID,To Bill Revision Id,N
89258.0,TO_END_ITEM_REV_ID,To End Item Revision Id,N
89258.0,TO_END_ITEM_STRC_REV_ID,(not currently used),N
89258.0,TO_END_ITEM_UNIT_NUMBER,To End Item Unit Number,V
89258.0,UNIT_PRICE,Unit Price for direct items used by EAM BOMs,N
89258.0,VENDOR_ID,Suggested Vendor ID column,N
89258.0,WIP_SUPPLY_TYPE,WIP supply type code,N
69812.0,ATTRIBUTE1,Descriptive flexfield segment,V
69812.0,ATTRIBUTE10,Descriptive flexfield segment,V
69812.0,ATTRIBUTE11,Descriptive flexfield segment,V
69812.0,ATTRIBUTE12,Descriptive flexfield segment,V
69812.0,ATTRIBUTE13,Descriptive flexfield segment,V
70631.0,INTEREST_RATE,The same percentage interest will be charged consistently on overdue invoices. Used when interest type is percentage.,N
70631.0,JGZZ_ATTRIBUTE1,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE10,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE11,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE12,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE13,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE14,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE15,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE2,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE3,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE4,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE5,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE6,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE7,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE8,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE9,JG Descriptive Flexfield,V
70631.0,JGZZ_ATTRIBUTE_CATEGORY,JG Descriptive Flexfield definition,V
70631.0,LAST_UPDATED_BY,Standard who column - user who last updated this row (foreign key to FND_USER.USER_ID).,N
70631.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
70631.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row (foreign key to FND_LOGINS.LOGIN_ID).,N
70631.0,MAX_INTEREST_CHARGE,Maximum late charge amount.,N
70631.0,MIN_DUNNING_AMOUNT,Dunning letter is not printed if account balance is below this amount.,N
70631.0,MIN_DUNNING_INVOICE_AMOUNT,"A dunning letter is not sent, if an invoice is less than this amount.",N
70631.0,MIN_FC_BALANCE_AMOUNT,Late charges should not be calculated if customer balance is below this threshold.,N
70631.0,MIN_FC_INVOICE_AMOUNT,Late charges should not be calculated if individual transaction balance is below this threshold.,N
70631.0,MIN_STATEMENT_AMOUNT,A statement is not printed if the total amount of the statement is below this amount.,N
70631.0,OVERALL_CREDIT_LIMIT,Overall credit limit,N
70631.0,PROGRAM_APPLICATION_ID,Concurrent Program who column - application id of the program that last updated this row (foreign key to FND_APPLICATION.APPLICATION_ID).,N
70631.0,PROGRAM_ID,Concurrent Program who column - program id of the program that last updated this row (foreign key to FND_CONCURRENT_PROGRAM.CONCURRENT_PROGRAM_ID).,N
70631.0,PROGRAM_UPDATE_DATE,Concurrent Program who column - date when a program last updated this row).,D
70631.0,REQUEST_ID,Concurrent Program who column - concurrent request id of the program that last updated this row (foreign key to FND_CONCURRENT_REQUESTS.REQUEST_ID).,N
70631.0,SITE_USE_ID,Foreign key to the HZ_CUST_SITE_USES_ALL table,N
70631.0,TRX_CREDIT_LIMIT,Credit limit for an order,N
70631.0,WH_UPDATE_DATE,Date when the record was entered or changed in a data warehouse,D
69741.0,EDI_PROCESSED_FLAG,EDI processed flag,V
69741.0,EDI_PROCESSED_STATUS,EDI processing status flag,V
69741.0,SUPPLY_AGREEMENT_FLAG,Supply agreement flag for Supplier Scheduling,V
69812.0,INVOICE_NUM,EDI transaction 857 invoice number,V
69812.0,MRC_CONVERSION_DATE,Multiple Reporting Currencies only: Concatenated string of reporting Set of Books ID. Used for ASBN only. Taken from purchase order rate date pairs.,V
69812.0,MRC_CONVERSION_RATE,Multiple Reporting Currencies only: Concatenated string of reporting Set of Books ID. Used for ASBN only. Taken from purchase order rate pairs.,V
69812.0,MRC_CONVERSION_RATE_TYPE,Multiple Reporting Currencies only: Concatenated string of reporting Set of Books ID. Used for ASBN only. Taken  from purchase order rate type pairs.,V
57856.0,CCID_GEN_REJ_MESSAGE,Message for account generation failure reason.,V
57856.0,CCID_GEN_STATUS_CODE,"This indicates the following for accounting code generation : (P) Pending, (G) Generated, (E) Error in Generating Account.",V
57856.0,CODE_COMBINATION_ID,Accounting code identifier for the budget line,N
53977.0,BUDGETARY_OVERRIDE_FLAG,This column indicates whether budgetary options at  project level can be overridden or not.,V
51855.0,GLOBAL_ATTRIBUTE_CATEGORY,Reserved for country specific functionality,V
69775.0,ACCEPTANCE_DUE_DATE,Date the acceptance is due,D
69775.0,ACCEPTANCE_REQUIRED_FLAG,Indicates whether an acceptance is required or not,V
69775.0,AGENT_ID,Buyer unique identifier,N
69724.0,CREATION_DATE,Standard who column - date when this row was created.,D
69724.0,ITEM_ID,Item,N
69724.0,LAST_UPDATED_BY,Standard who column - user who last updated this row (foreign key to FND_USER.USER_ID).,N
69724.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
69724.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row (foreign key to FND_LOGINS.LOGIN_ID).,N
69724.0,MANUFACTURER_ASL_ID,Manufacturer associated with distributor,N
69724.0,MANUFACTURER_ID,Manufacturer,N
69724.0,OWNING_ORGANIZATION_ID,Organization that created the record initially,N
69724.0,PRIMARY_VENDOR_ITEM,"Supplier, Manufacturer, or Distributor item number",V
69724.0,PROGRAM_APPLICATION_ID,Concurrent Program who column - application id of the program that last updated this row (foreign key to FND_APPLICATION.APPLICATION_ID).,N
69724.0,PROGRAM_ID,Concurrent Program who column - program id of the program that last updated this row (foreign key to FND_CONCURRENT_PROGRAM.CONCURRENT_PROGRAM_ID).,N
69724.0,PROGRAM_UPDATE_DATE,Concurrent Program who column - date when a program last updated this row).,D
69724.0,REQUEST_ID,Concurrent Program who column - concurrent request id of the program that last updated this row (foreign key to FND_CONCURRENT_REQUESTS.REQUEST_ID).,N
69724.0,REVIEW_BY_DATE,Review by date,D
69724.0,USING_ORGANIZATION_ID,Ship-to organization using this record,N
69724.0,VENDOR_BUSINESS_TYPE,"Business type of Distributor, Direct, or Manufacturer",V
69724.0,VENDOR_ID,Supplier,N
69724.0,VENDOR_SITE_ID,Supplier site,N
89258.0,BILL_SEQUENCE_ID,Bill of material unique identifier,N
89258.0,BOM_ITEM_TYPE,Type of item (denormalized from BOM Item Type in MTL_SYSTEM_ITEMS),N
69741.0,SUBMIT_DATE,Date when document was first submitted for approval,D
69775.0,SUBMIT_DATE,Date when release was first submitted for approval,D
52593.0,SHIP_SETS_INCLUDE_LINES_FLAG,Y if lines should automatically be included in ship sets,V
52593.0,UNDER_RETURN_TOLERANCE,Percentage tolerance for under return,N
52593.0,UNDER_SHIPMENT_TOLERANCE,Percentage tolerance for under shipment,N
51913.0,ATTRIBUTE1,Descriptive flexfield segment,V
51913.0,ATTRIBUTE10,Descriptive flexfield segment,V
51913.0,ATTRIBUTE11,Descriptive flexfield segment,V
51913.0,ATTRIBUTE12,Descriptive flexfield segment,V
51913.0,ATTRIBUTE13,Descriptive flexfield segment,V
51913.0,ATTRIBUTE14,Descriptive flexfield segment,V
51913.0,ATTRIBUTE15,Descriptive flexfield segment,V
51913.0,ATTRIBUTE2,Descriptive flexfield segment,V
51913.0,ATTRIBUTE3,Descriptive flexfield segment,V
51913.0,ATTRIBUTE4,Descriptive flexfield segment,V
51913.0,ATTRIBUTE5,Descriptive flexfield segment,V
51913.0,ATTRIBUTE6,Descriptive flexfield segment,V
51913.0,ATTRIBUTE7,Descriptive flexfield segment,V
51913.0,ATTRIBUTE8,Descriptive flexfield segment,V
51913.0,ATTRIBUTE9,Descriptive flexfield segment,V
51913.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure defining column,V
51913.0,CREATED_BY,Standard Who column,N
51913.0,CREATION_DATE,Standard Who column,D
51913.0,DEPARTMENT_CLASS_CODE,Department class code,V
51913.0,DESCRIPTION,Description,V
51913.0,LAST_UPDATED_BY,Standard Who column,N
51913.0,LAST_UPDATE_DATE,Standard Who column,D
51913.0,LAST_UPDATE_LOGIN,Standard Who column,N
51913.0,ORGANIZATION_ID,Organization identifier,N
51913.0,PROGRAM_APPLICATION_ID,Concurrent Who column,N
51913.0,PROGRAM_ID,Concurrent Who column,N
51913.0,PROGRAM_UPDATE_DATE,Concurrent Who column,D
51913.0,REQUEST_ID,Concurrent Who column,N
51921.0,ATTRIBUTE1,Descriptive flexfield segment,V
51921.0,ATTRIBUTE10,Descriptive flexfield segment,V
51921.0,ATTRIBUTE11,Descriptive flexfield segment,V
51921.0,ATTRIBUTE12,Descriptive flexfield segment,V
51921.0,ATTRIBUTE13,Descriptive flexfield segment,V
51921.0,ATTRIBUTE14,Descriptive flexfield segment,V
51921.0,ATTRIBUTE15,Descriptive flexfield segment,V
51921.0,ATTRIBUTE2,Descriptive flexfield segment,V
51921.0,ATTRIBUTE3,Descriptive flexfield segment,V
51921.0,ATTRIBUTE4,Descriptive flexfield segment,V
51921.0,ATTRIBUTE5,Descriptive flexfield segment,V
51921.0,ATTRIBUTE6,Descriptive flexfield segment,V
51921.0,ATTRIBUTE7,Descriptive flexfield segment,V
51921.0,ATTRIBUTE8,Descriptive flexfield segment,V
51921.0,ATTRIBUTE9,Descriptive flexfield segment,V
51921.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure defining column,V
51921.0,CREATED_BY,Standard Who column,N
51921.0,CREATION_DATE,Standard Who column,D
51921.0,DEPARTMENT_CLASS_CODE,Department class code,V
51921.0,DEPARTMENT_CODE,Department code,V
51921.0,DEPARTMENT_ID,Department unique identifier,N
51921.0,DESCRIPTION,Description,V
55164.0,STORAGE_TYPE,Indicates whether the document is stored in the database or in the file system,N
55164.0,SECURITY_TYPE,Method of security used for the document,N
53977.0,PROBABILITY_LIST_ID,The identifier of the probability list,N
53977.0,ROLE_LIST_ID,The identifier of the role list,N
53977.0,WORK_TYPE_ID,The identifier of the work type,N
69724.0,DISABLE_FLAG,Indicator of whether the ASL entry has been disabled,V
50671.0,CLOSED_BY,Unique identifier of the employee who closed the line. (References HR_EMPLOYEES.employee_id.),N
50671.0,CLOSED_CODE,Describes closure status of the line,V
50671.0,CLOSED_DATE,Date the line is closed,D
50671.0,CLOSED_FLAG,Indicates whether the line is closed or not,V
50671.0,CLOSED_REASON,Describes why the line is closed,V
50671.0,COMMITTED_AMOUNT,Blankets only: Amount agreed for an agreement line,N
50671.0,CONTRACT_NUM,Contract number referenced on the line. (Obsoleted in PO FPJ 11.5.10 - use CONTRACT_ID instead.),V
50671.0,CREATED_BY,Standard who column - user who created this row (foreign key to FND_USER.USER_ID).,N
50671.0,CREATION_DATE,Standard who column - date when this row was created.,D
50671.0,FIRM_DATE,Date the line becomes firmed (Unused since release version 7.0),D
50671.0,FIRM_STATUS_LOOKUP_CODE,Firming status of the line (Unused since release version 7.0),V
50671.0,FROM_HEADER_ID,Unique identifier of the quotation (standard or planned POs only) or global agreement (standard POs only) referenced by this line. (References PO_HEADERS_ALL.po_header_id.),N
50671.0,FROM_LINE_ID,Unique identifier of the quotation line (standard or planned POs only) or global agreement line (standard POs only) referenced by this line. (References PO_LINES_ALL.po_line_id.),N
50671.0,GOVERNMENT_CONTEXT,USSGL descriptive flexfield context column,V
50671.0,HAZARD_CLASS_ID,Hazard class unique identifier. (References PO_HAZARD_CLASSES_B.hazard_class_id.),N
50671.0,ITEM_DESCRIPTION,Item description. (Defaulted from MTL_SYSTEM_ITEMS_TL.description.),V
50671.0,ITEM_ID,Item unique identifier. (References MTL_SYSTEM_ITEMS_B.inventory_item_id.),N
50671.0,ITEM_REVISION,Item revision. (References MTL_ITEM_REVISIONS_B.revision.),V
50671.0,LAST_UPDATED_BY,Standard who column - user who last updated this row (foreign key to FND_USER.USER_ID).,N
50671.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
50671.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row (foreign key to FND_LOGINS.LOGIN_ID).,N
50671.0,LINE_NUM,Line number,N
50671.0,LINE_TYPE_ID,Line type unique identifier (References PO_LINE_TYPES_B.line_type_id.),N
50671.0,LIST_PRICE_PER_UNIT,List price for the item on the line. (Defaulted from MTL_SYSTEM_ITEMS_B.list_price_per_unit.),N
50671.0,MARKET_PRICE,Market price for the item on the line. (Defaulted from MTL_SYSTEM_ITEMS_B.market_price.),N
50671.0,MAX_ORDER_QUANTITY,Quotations only: Maximum order quantity for a quotation line,N
50671.0,MIN_ORDER_QUANTITY,Quotations only: Minimum order quantity for a quotation line,N
69780.0,PROGRAM_UPDATE_DATE,Concurrent Program who column - date when a program last updated this row).,D
69780.0,REQUEST_ID,Concurrent Program who column - concurrent request id of the program that last updated this row (foreign key to FND_CONCURRENT_REQUESTS.REQUEST_ID).,N
69780.0,REQUISITION_HEADER_ID,Requisition header unique identifier,N
