SAP_TABLE_NAME,SAP_COL_NAME,ROLLNAME,SAP_DATATYPE,SAP_COL_DESCRIPTION
KONH,KNUMA_PI,KNUMA_PI,CHAR,Promotion
KONH,KNUMA_SD,KNUMA_SD,CHAR,Standard agreement
KONH,KNUMA_SQ,KNUMA_SQ,CHAR,Sales quote
KONH,KNUMH,KNUMH,CHAR,Condition record number
KONH,KOSRT,KOSRT,CHAR,Search term for conditions
KONH,KOTABNR,KOTABNR,NUMC,Condition table
KONH,KSCHL,KSCHA,CHAR,Condition type
KONH,KVEWE,KVEWE,CHAR,Usage of the condition table
KONH,KZUST,KZUST,CHAR,Responsibility in SD for condition/material
KONH,LICDT,LICDT,DATS,Date license granted
KONH,LICNO,LICNO,CHAR,Tax exemption license number
KONH,MANDT,MANDT,CLNT,Client
KONH,VADAT,VADAT_KO,CHAR,Variable Data Part
KONH,VAKEY,VAKEY,CHAR,Variable key 100 bytes
KOTN010,DATAB,KODATAB,DATS,Validity start date of the condition record
KOTN010,DATBI,KODATBI,DATS,Validity end date of the condition record
KOTN010,KAPPL,KAPPL,CHAR,Application
KOTN010,KNUMH,KNUMH,CHAR,Condition record number
KOTN010,KSCHL,KSCHN,CHAR,Discount type
KOTN010,KUNNR,KUNNR_V,CHAR,Customer number
KOTN010,MANDT,MANDT,CLNT,Client
KOTN010,MATNR,MATNR,CHAR,Material Number
KOTN010,VKORG,VKORG,CHAR,Sales Organization
KOTN010,VTWEG,VTWEG,CHAR,Distribution Channel
VITMOA,.INCLUDE, , ,
VITMOA,.INCLUDE, , ,
VITMOA,.INCLUDE, , ,
VITMOA,.INCLUDE, , ,
VITMOA,.INCLUDE, , ,
VITMOA,.INCLUDE, , ,
VITMOA,.INCLUDE, , ,
VITMOA,ADDOBJNR,RERAADDOBJNR,CHAR,Object Number for Additional Account Assignment
VITMOA,COMMITMENTITEM,RERACOMMITMENTITEM,CHAR,Commitment Item
VITMOA,FUNCTIONALAREA,RERAFUNCTIONALAREA,CHAR,Functional Area
VITMOA,FUND,RERAFUND,CHAR,Fund
VITMOA,FUNDSCENTER,RERAFUNDSCENTER,CHAR,Funds Center
VITMOA,GRANTNUMBER,RERAGRANTNUMBER,CHAR,Grant
VITMOA,GSBER,GSBER,CHAR,Business Area
VITMOA,INTRENO,RECAINTRENO,CHAR,Internal Key of Real Estate Object
VITMOA,MANDT,MANDT,CLNT,Client
VITMOA,MEASURE,RERAMEASURE,CHAR,Program in Funds Management
VITMOA,PRCTR,PRCTR,CHAR,Profit Center
VITMOA,TERMNO,RETMTERMNO,CHAR,Term Number
VITMOA,TERMTYPE,RETMTERMTYPE,CHAR,Term Category
VITMOA,TXJCD,TXJCD,CHAR,Tax Jurisdiction
VITMOA,VALIDFROM,RETMTERMVALIDFROM,DATS,Valid-From Date of Term
VITMOA,VALIDTO,RETMTERMVALIDTO,DATS,Valid-To Date of Term
VBAK,ZUONR,ORDNR_V,CHAR,Assignment number
VBAK,ZZAUFNR_POSNR,CO_POSNR,NUMC,Order Item Number
VBAK,ZZKATR4,KATR4,CHAR,Attribute 4
VBAK,ZZ_WE_PSTLZ,AD_PSTCD1,CHAR,City postal code
ADRC,STR_SUPPL3,AD_STRSPP3,CHAR,Street 4
ADRC,TAXJURCODE,AD_TXJCD,CHAR,Tax Jurisdiction
ADRC,TEL_EXTENS,AD_TLXTNS1,CHAR,First Telephone No.: Extension
ADRC,TEL_NUMBER,AD_TLNMBR1,CHAR,First telephone no.: dialling code+number
ADRC,TIME_ZONE,AD_TZONE,CHAR,Address time zone
ADRC,TITLE,AD_TITLE,CHAR,Form-of-Address Key
ADRC,TRANSPZONE,LZONE,CHAR,Transportation zone to or from which the goods are delivered
ADRCT,ADDRNUMBER,AD_ADDRNUM,CHAR,Address number
ADRCT,CLIENT,MANDT,CLNT,Client
ADRCT,DATE_FROM,AD_DATE_FR,DATS,Valid-from date - in current Release only 00010101 possible
ADRCT,LANGU,SPRAS,LANG,Language Key
ADRCT,NATION,AD_NATION,CHAR,International address version ID
ADRCT,REMARK,AD_REMARK1,CHAR,Address notes
ADRP,ADDR_COMP,AD_ADDRCOM,CHAR,(not used)
ADRP,ADDR_PERS,AD_ADDRPER,CHAR,(not used)
ADRP,CLIENT,MANDT,CLNT,Client
ADRP,CONVERTED,AD_NAMCONV,CHAR,Status of Field 'Full Name' NAME_TEXT
ADRP,DATE_FROM,AD_DATE_FR,DATS,Valid-from date - in current Release only 00010101 possible
ADRP,DATE_TO,AD_DATE_TO,DATS,Valid-to date in current Release only 99991231 possible
ADRP,FLAGGROUPS,AD_FLGGP_P,CHAR,Flag: There are other person group assignments
ADRP,FLPERSCOMM,AD_FLPCOMM,CHAR,Flag: Person has personal comm. numbers (apart from Tel.)
ADRP,FLPERSTEL,AD_FLPTEL,CHAR,Flag: person has personal telephone numbers
ADRP,INITIALS,AD_INITS,CHAR,"""Middle Initial"" or personal initials"
ADRP,LANGU,SPRAS,LANG,Language Key
ADRP,LANGU_CREA,AD_LANGUCR,LANG,Address record creation original language
ADRP,MC_NAME2,AD_MC_NAM2,CHAR,NAME2 field in upper case for matchcode
ADRP,MC_NAMEFIR,AD_MC_NMFI,CHAR,First name in upper case for search help
ADRP,MC_NAMELAS,AD_MC_NMLA,CHAR,Last name in upper-case for search help
ADRP,NAMCOUNTRY,AD_NAMCTRY,CHAR,Country for name format rule
ADRP,NAME2,AD_NAME2_P,CHAR,Name of person at birth
ADRP,NAMEFORMAT,AD_FORMAT,CHAR,Name format
ADRP,NAMEMIDDLE,AD_NAMEMID,CHAR,Middle name or second forename of a person
ADRP,NAME_FIRST,AD_NAMEFIR,CHAR,First name
ADRP,NAME_LAST,AD_NAMELAS,CHAR,Last name
ADRP,NAME_LAST2,AD_NAMLAS2,CHAR,Second surname of a person
ADRP,NAME_TEXT,AD_NAMTEXT,CHAR,Full Name of Person
ADRP,NATION,AD_NATION,CHAR,International address version ID
ADRP,NICKNAME,AD_NICKNAM,CHAR,Nickname or name used
ADRP,PERSNUMBER,AD_PERSNUM,CHAR,Person number
ADRP,PERSORIGIN,AD_ORIGINP,CHAR,Personal data source (key)
ADRP,PERS_GROUP,AD_GROUP_P,CHAR,Person Group (Key) (Business Address Services)
ADRP,PREFIX1,AD_PREFIX,CHAR,Name Prefix (Key)
ADRP,PREFIX2,AD_PREFIX2,CHAR,2nd name prefix (key)
ADRP,PROFESSION,AD_PROFESS,CHAR,Profession
ADRP,SEX,AD_SEX,CHAR,Gender key
ADRP,SORT1,AD_SORT1,CHAR,Search Term 1
ADRP,SORT2,AD_SORT2,CHAR,Search Term 2
ADRP,SORT_PHN,AD_SRTPHN,CHAR,(Not Supported) Phonetic Search Sort Field
ADRP,TITLE,AD_TITLE,CHAR,Form-of-Address Key
ADRP,TITLE_ACA1,AD_TITLE1,CHAR,Academic Title: Key
ADRP,TITLE_ACA2,AD_TITLE2,CHAR,Second academic title (key)
ADRP,TITLE_SPPL,AD_TITLES,CHAR,"Name supplement, e.g. noble title (key)"
BP001,.INCLU--AP, , ,
BP001,.INCLU--AP, , ,
BP001,.INCLUDE, , ,
BP001,.INCLUDE, , ,
BP001,.INCLUDE, , ,
BP001,.INCLUDE, , ,
BP001,.INCLUDE, , ,
BP001,.INCLUDE, , ,
BP001,.INCLUDE, , ,
BP001,.INCLUDE, , ,
BP001,.INCLUDE, , ,
BP001,ADRKIND,BU_ADRKIND,CHAR,Address Type
BP001,BALANCE_FL,BP_BAL_FLG,CHAR,Balance Sheet Display
BP001,BAL_SH_CUR,BP_BAL_CUR,CUKY,Balance Sheet Currency
BP001,BANKL,BANKK,CHAR,Bank Keys
BP001,BANKS,BANKS,CHAR,Bank country key
BP001,BANK_DEL_D,BP_BANK_DEL_D,DATS,Termination Date for Business Relations with the Bank
BP001,BP_SORT,BP_PHONSTRING,CHAR,Phonetic Search Term
BP001,CALENDARID,BP_CAL_ID,CHAR,Factory calendar
BP001,CAP_INCR_A,BP_CA_IN_A,CURR,Amount of last capital increase
BP001,CAP_INCR_Y,BP_CA_IN_Y,NUMC,Year of Last Capital Increase
BP001,CHILDREN,BP_CHILDRN,DEC,Number of Children Belonging to the Business Partner
BP001,CLIENT,MANDT,CLNT,Client
BP001,CNTRY_COMP,BP_CNTR_HD,CHAR,Country of Organization's Registered Office
BP001,COMP_HEAD,BP_COMP_HD,CHAR,Registered Office
BP001,COUNTRY_REP,BP_CNTR_REP,CHAR,Country for Reporting
BP001,DYING_PLACE,BP_DYING_PLACE,CHAR,Place of Death
BP001,GROUP_D,BP_GROUP_D,CHAR,Target Group
BP001,GROUP_FEATURE,BP_GROUP_FEATURE,CHAR,Grouping Characteristic
BP001,HR_ORG_REF,HR_ORG_REF,CHAR,HR Org. Link
BP001,INCOME_CUR,BP_INC_CUR,CUKY,Currency of Net Income
BP001,LAST_CUST_CONT,BP_LAST_CUST_CONTACT,DATS,Date of Last Customer Contact
BP001,MAX_FILE_SIZE,BP_BCA_DTE_CARD_MAX_FILE_SIZE,INT4,Maximum Size for Ordering File
BP001,MEM_HOUSE,BP_MEM_HOU,DEC,Number of People Living in the Household
BP001,MIN_RESERV,BP_MIN_RSV,CHAR,Bank Subject to Minimum Reserve Requirement
BP001,MO_INC_M,BP_M_INC_M,NUMC,Calendar Month of Monthly Net Income
BP001,MO_INC_Y,BP_M_INC_Y,NUMC,Year of Monthly Net Income
BP001,MO_NET_INC,BP_MO_INC,CURR,Monthly Net Income of Business Partner
BP001,NET_INCOME,BP_NET_INC,CURR,Net Annual Income
BP001,NET_INC_Y,BP_N_INC_Y,NUMC,Year of Annual Net Income
BP001,PARTNER,BU_PARTNER,CHAR,Business Partner Number
BP001,PAR_REL,BP_PAR_REL,CHAR,Business Partner Released
BP001,PERS_NR,BP_PERS_NR,CHAR,Personnel Number
BP001,PROPRTY_ST,BP_PROPRTY_OLD,NUMC,Marital property regime
BP001,REGIO,BP_REGIO_HD,CHAR,Region of Registered Office
BP001,SORT_PHON,BP_SORT_PH,CHAR,OBSOLETE: Sort Field for Phonetic Search
BP001,STAFF_GRP,BP_STAFF_G,CHAR,Employee Group
BP001,STAFF_REF,BP_STAFF_R,CHAR,Employee
BP001,STATE,BP_CNTR_ST,CHAR,Citizenship
BP001,TITLE_LET,BP_TITL_LT,NUMC,Salutation
BP001,UNW_CUSTOMER,BP_UNW_CUSTOMER,CHAR,Undesirable Customer
BP001,UNW_REASON,BP_UNW_REASON,CHAR,Reason for Undesirability
BP001,UNW_REMARK,BP_UNW_REMARK,CHAR,Comment on Undesirability
BP001,VBUND,RASSC,CHAR,Company ID of trading partner
BP001,VIP,BP_VIP_PARTNER,CHAR,VIP Business Partner
BP001,XUBNAME,XUBNAME,CHAR,User Name in User Master Record
BP011,.INCLUDE, , ,
BP011,EMPLOYER,BU_EMPLO,CHAR,Employer of business partner
BP011,EMPLOYMENT,BP_EMPLOYM_OLD,NUMC,Employment Status
BP011,EMPL_SINCE,EMPL_DATE,DATS,Employed from
BP011,EMPL_UNTIL,BP_EMP_UNT,DATS,Employed Until
BP011,EMP_SECTOR,EMP_SECTOR,CHAR,Industry; Only Relevant for Real Estate Business Partner
BP011,EMP_SECTOR_ZGP,BU_IND_SECTOR,CHAR,Industry
BP011,JOBGR_ZGP,BU_JOBGR,CHAR,Occupation/group
BP011,MANDT,MANDT,CLNT,Client
BP011,PARTNR,BP_PARTNR_NEW,CHAR,Business Partner Number
BP011,PROFESSION,BP_PROFESSION_OLD,CHAR,Employment; Only Relevant for Real Estate Business Partner
PLMZ,AEDAT,CIM_AEDAT,DATS,Change date for which no change record is created
PLMZ,AENAM,AENAM,CHAR,Name of Person Who Changed Object
PLMZ,AENNR,AENNR,CHAR,Change Number
PLMZ,ANDAT,ANDAT,DATS,Date record created on
PLMZ,ANNAM,ANNAM,CHAR,User who created record
PLMZ,AOBAR,AOBAR,CHAR,Type of relationship
PLMZ,BEIKZ,BEIKZ,CHAR,Material Provision Indicator
PLMZ,DATUV,DATUV,DATS,Valid-From Date
PLMZ,DAUER,AOBDAUER,QUAN,Time interval between relationships
PLMZ,DISP,DISP_PLUS_1,CHAR,Relevancy to Materials Planning/Generation of Purchase Req.
PLMZ,DMENG,DKMPMG,QUAN,Average component quantity
PLMZ,FLGEX,FLGEX,CHAR,Indicator: External procurement
PLMZ,GP_FREET,LINTX,CHAR,Line text: SOP
PLMZ,GP_KRIT1,PLOBJ,CHAR,Planning object
PLMZ,GP_MATNR,MATNR,CHAR,Material Number
PLMZ,GP_UVORN,UVORN,CHAR,Suboperation
PLMZ,GP_WERKS,WERKS_D,CHAR,Plant
PLMZ,IMEIN,KMPME,UNIT,Component unit of measure
PLMZ,IMENG,KMPMG,QUAN,Component quantity
PLMZ,KANTE,KANTE_K,NUMC,Path in exploded BOM tree
PLMZ,KNTTP,KNTTP,CHAR,Account Assignment Category
PLMZ,LGORT,LGORT_RES,CHAR,Storage location storage resource
PLMZ,LOEKZ,LKENZ,CHAR,Deletion Indicator
PLMZ,MANDT,MANDT,CLNT,Client
PLMZ,PARKZ,PARKZ,CHAR,Indicator: inactive changes
PLMZ,PLNAL,PLNAL,CHAR,Group Counter
PLMZ,PLNFL,PLNFOLGE,CHAR,Sequence
PLMZ,PLNKN,CIM_PLNKN,NUMC,Task list node number for operation
PLMZ,PLNNR,PLNNR,CHAR,Key for Task List Group
PLMZ,PLNTY,PLNTY,CHAR,Task List Type
PLMZ,PRODFLOWID,PRDFLID,CHAR,Product Flow Indicator
PLMZ,REFKN,PLNKN,NUMC,Number of the task list node
PLMZ,RGEKZ,RGEKZ,CHAR,Indicator: Backflush
PLMZ,STLAL,STALT,CHAR,Alternative BOM
PLMZ,STLAL_W,STALT,CHAR,Alternative BOM
PLMZ,STLKN,KNTNR,NUMC,Node Number
PLMZ,STLNR,STNUM,CHAR,Bill of material
PLMZ,STLNR_W,STNUM,CHAR,Bill of material
PLMZ,STLST,AUFST,NUMC,Order level
PLMZ,STLTY,STLTY,CHAR,BOM category
PLMZ,STLTY_W,STLTY,CHAR,BOM category
PLMZ,STLWG,AUFWG,NUMC,Order path
PLMZ,STRECKE,STRECKE,CHAR,Ind.: Third-party requisition
PLMZ,TECHV,TECHV,CHAR,Technical status from
PLMZ,VORAB,VORABKZ,CHAR,Ind: Preliminary order
PLMZ,WERK_STL,WERKS_D,CHAR,Plant
PLMZ,ZAEHL,CIM_COUNT,NUMC,Internal counter
PLMZ,ZEINH,AOBDAUEH,UNIT,Unit for the time interval between relationships
PLMZ,ZUDIV,DZUDIV,NUMC,Integral divisor for cutting measures
PLMZ,ZUMEI,DZUMEI,UNIT,Unit for cutting measures
PLMZ,ZUMS1,DZUMS1,QUAN,Cutting measure 1
PLMZ,ZUMS2,DZUMS2,QUAN,Cutting measure 2
PLMZ,ZUMS3,DZUMS3,QUAN,Cutting measure 3
PLMZ,ZUONR,CIM_ZUORD,NUMC,No. for material comp. allocation to task list
EKPO,SPE_EWM_DTC,/SPE/EWM_DTC,CHAR,EWM Delivery Based Tolerance Check
EKPO,SPE_INSMK_SRC,/SPE/INSMK_SRC,CHAR,Stock Type of Source Storage Location in STO
EKPO,SPINF,SPINF,CHAR,Indicator: Update Info Record
EKPO,SRV_BAS_COM,SRV_BAS_COM,CHAR,Service-Based Commitment
EKPO,SSQSS,QSSPUR,CHAR,Control Key for Quality Management in Procurement
EKPO,STAFO,STAFO,CHAR,Update group for statistics update
EKPO,STAPO,STAPO,CHAR,Item is statistical
EKPO,STATU,ASTAT,CHAR,RFQ status
EKPO,STATUS,EPSTATU,CHAR,Status of Purchasing Document Item
EKPO,TECHS,TECHS,CHAR,Parameter Variant/Standard Variant
EKPO,TWRKZ,TWRKZ,CHAR,Partial Invoice Indicator
EKPO,TXJCD,TXJCD,CHAR,Tax Jurisdiction
EKPO,TXZ01,TXZ01,CHAR,Short Text
EKPO,TZONRC,TSEGZONREC,CHAR,Time zone of recipient location
EKPO,UEBPO,UEBPO,NUMC,Higher-Level Item in Purchasing Documents
EKPO,UEBTK,UEBTK,CHAR,Indicator: Unlimited Overdelivery Allowed
EKPO,UEBTO,UEBTO,DEC,Overdelivery Tolerance Limit
EKPO,UMREN,UMBSN,DEC,Denominator for Conversion of Order Unit to Base Unit
EKPO,UMREZ,UMBSZ,DEC,Numerator for Conversion of Order Unit to Base Unit
EKPO,UMSOK,UMSOK,CHAR,Special Stock Indicator for Physical Stock Transfer
EKPO,UNTTO,UNTTO,DEC,Underdelivery Tolerance Limit
EKPO,UPTYP,UPTYP,CHAR,"Subitem Category, Purchasing Document"
EKPO,UPVOR,UPVOR,CHAR,Subitems Exist
EKPO,USEQU,USEQU,CHAR,Quota arrangement usage
EKPO,VOLEH,VOLEH,UNIT,Volume unit
EKPO,VOLUM,VOLUM,QUAN,Volume
EKPO,VORAB,VORAB,CHAR,Advance procurement: project stock
EKPO,VRTKZ,VRTKZ,CHAR,Distribution Indicator for Multiple Account Assignment
EKPO,WEBAZ,WEBAZ,DEC,Goods Receipt Processing Time in Days
EKPO,WEBRE,WEBRE,CHAR,Indicator: GR-Based Invoice Verification
EKPO,WEORA,WEORA,CHAR,Acceptance At Origin
EKPO,WEPOS,WEPOS,CHAR,Goods Receipt Indicator
EKPO,WERKS,EWERK,CHAR,Plant
EKPO,WEUNB,WEUNB,CHAR,"Goods Receipt, Non-Valuated"
EKPO,XCONDITIONS,XCONDITIONS,CHAR,Conditions for item although no invoice
EKPO,XERSY,XERSY,CHAR,Evaluated Receipt Settlement (ERS)
EKPO,XOBLR,XOBLR,CHAR,Item affects commitments
EKPO,ZGTYP,QZGTYP,CHAR,Certificate Type
EKPO,ZWERT,DZWERT,CURR,Target Value for Outline Agreement in Document Currency
JITCU,ABRVW,ABRVW,CHAR,Usage Indicator
JITCU,CUSTO,JIT_CUSTO,CHAR,JIT Customer
JITCU,DON_PROFIL,JIT_DON_PROFIL,CHAR,Control Profile for Summarized JIT Calls (SumJC)
JITCU,FPROF,JIT_FPROF,CHAR,Determ.profile for comp.group
JITCU,IMPAC,JIT_IMPAC,CHAR,Signal Monitor Active
JITCU,KNREF,KNREF,CHAR,"Customer description of partner (plant, storage location)"
JITCU,KUNNR,KUNAG,CHAR,Sold-to party
JITCU,LPROF,JIT_LPROF,CHAR,Control Profile for the Delivery Creation
JITCU,MANDT,MANDT,CLNT,Client
JITCU,MTMOD,JIT_MAINT_MODE,CHAR,Maintenance Mode Sequenced JIT Calls
JITCU,TZONE,JIT_TZONE,CHAR,Time zone of customer plant
JITCU,VATYP,JIT_VATYP,CHAR,Proposal call type
TCURR,FCURR,FCURR_CURR,CUKY,From currency
TCURR,FFACT,FFACT_CURR,DEC,"Ratio for the ""From"" Currency Units"
TCURR,GDATU,GDATU_INV,CHAR,Date As of Which the Exchange Rate Is Effective
TCURR,KURST,KURST_CURR,CHAR,Exchange Rate Type
TCURR,MANDT,MANDT,CLNT,Client
TCURR,TCURR,TCURR_CURR,CUKY,To-currency
TCURR,TFACT,TFACT_CURR,DEC,"Ratio for the ""To"" Currency Units"
TCURR,UKURS,UKURS_CURR,DEC,Exchange Rate
WRF4,ABTNR,ABTNR,CHAR,Department number
WRF4,EMPST,EMPST,CHAR,Receiving point
WRF4,FLVAR,FLVAR,CHAR,Area schema
WRF4,LAYVR,LAYVAR,CHAR,Layout
WRF4,LOCNR,KUNNR,CHAR,Customer Number 1
WRF4,MANDT,MANDT,CLNT,Client
WRF4,VERFE,VERFE_WWS,UNIT,Sales area (floor space) unit
WRF4,VERFL,VERFL_WWS,QUAN,Sales area (floor space)
BUT020,.INCLUDE, , ,
BUT020,.INCLUDE, , ,
BUT020,.INCLUDE, , ,
BUT020,ADDRESS_GUID,BU_ADDRESS_GUID,RAW,GUID of a Business Partner Address
BUT020,ADDRNUMBER,AD_ADDRNUM,CHAR,Address number
BUT020,ADDR_MOVE_DATE,BU_ADDR_MOVE_DATE,DEC,Date of Move for Address Moves
BUT020,ADDR_VALID_FROM,BU_ADDR_VALID_FROM,DEC,Validity Start of a Business Partner Address
BUT020,ADDR_VALID_TO,BU_ADDR_VALID_TO,DEC,Validity End of a Business Partner Address
BUT020,ADEXT,BU_ADEXT,CHAR,Address number in external system
BUT020,CLIENT,MANDT,CLNT,Client
BUT020,DATE_FROM,BU_DATE_OBSOLETE,DATS,Date Obsolete
BUT020,GUID,SYSUUID_C,CHAR,UUID in character form
BUT020,MOVE_ADDR,BU_MOVE_ADDR,CHAR,Number of Move Target Address for Address Moves
BUT020,NATION,AD_NATION,CHAR,International address version ID
BUT020,PARTNER,BU_PARTNER,CHAR,Business Partner Number
BUT020,XDFADR,BU_XDFADR,CHAR,Indicator: Address is standard address
RPSCO,ABKAT,ABKAT,NUMC,Category for Variance/Results Analysis
RPSCO,ACPOS,ACPOS,CHAR,Value category
RPSCO,BELTP,BP_INOUT,NUMC,Debit type
RPSCO,GEBER,BP_GEBER,CHAR,Fund
RPSCO,GJAHR,GJAHR,NUMC,Fiscal Year
RPSCO,LEDNR,BP_LEDNR,CHAR,Budget/Planning Ledger
RPSCO,MANDT,MANDT,CLNT,Client
RPSCO,OBJNR,BP_OBJEKT,CHAR,Object number
RPSCO,PERBL,PERBL,NUMC,Period block
RPSCO,TRGKZ,BP_TRGKZ,CHAR,Object indicator
RPSCO,TWAER,TWAER,CUKY,Transaction Currency
RPSCO,VERSN,BP_VERSION,CHAR,Planning/budgeting version
RPSCO,VORGA,BP_VORGANG,CHAR,Budget Type Budgeting/Planning
RPSCO,WLP00,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP01,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP02,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP03,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP04,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP05,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP06,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP07,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP08,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP09,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP10,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP11,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP12,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP13,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP14,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP15,BP_WPL,CURR,Period value in ledger currency
RPSCO,WLP16,BP_WPL,CURR,Period value in ledger currency
RPSCO,WRTTP,CO_WRTTP,CHAR,Value Type
RPSCO,WTP00,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP01,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP02,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP03,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP04,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP05,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP06,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP07,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP08,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP09,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP10,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP11,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP12,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP13,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP14,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP15,BP_WJT,CURR,Annual value in transaction currency
RPSCO,WTP16,BP_WJT,CURR,Annual value in transaction currency
T052,KOART,KOART_Z,CHAR,Account Type of the Customer/Vendor
T052,MANDT,MANDT,CLNT,Client
T052,TXN08,TXN08,CHAR,Number of the standard text
T052,XCHPB,XCHPB,CHAR,Transfer payment block when changing terms of payment?
T052,XCHPM,XCHPM,CHAR,Transfer payment method when changing terms of payment?
T052,XSCRC,XSCRC,CHAR,Recurring Entries: Add Terms of Payment from Master Record
T052,XSPLT,XSPLT,CHAR,Indicator: Term for installment payment
T052,XZBRV,XZBRV_052,CHAR,Print terms of payment in RV papers
T052,ZDART,DZDART,CHAR,Date Type
T052,ZFAEL,DZFAEL,NUMC,Calendar Day for the Baseline Date for Payment
T052,ZLSCH,DZLSCH,CHAR,Payment Method
T052,ZMONA,DZMONA,NUMC,Additional Months
T052,ZPRZ1,DZPROZ,DEC,Cash Discount Percentage Rate
T052,ZPRZ2,DZPROZ,DEC,Cash Discount Percentage Rate
T052,ZSCHF,DZSCHF_052,CHAR,Payment Block (Default Value)
T052,ZSMN1,DZSMN1_052,NUMC,Additional Months for Special Condition (Term 1)
T052,ZSMN2,DZSMN2_052,NUMC,Additional Months for Special Condition (Term 2)
T052,ZSMN3,DZSMN3_052,NUMC,Additional Months for Special Condition (Term 3)
T052,ZSTG1,DZSTG1_052,NUMC,Due Date for Special Condition
T052,ZSTG2,DZSTG1_052,NUMC,Due Date for Special Condition
T052,ZSTG3,DZSTG1_052,NUMC,Due Date for Special Condition
T052,ZTAG1,DZTAGE,NUMC,Days from Baseline Date for Payment
T052,ZTAG2,DZTAGE,NUMC,Days from Baseline Date for Payment
T052,ZTAG3,DZTAGE,NUMC,Days from Baseline Date for Payment
T052,ZTAGG,DZTAGG_052,NUMC,Day Limit
T052,ZTERM,DZTERM,CHAR,Terms of Payment Key
KNB4,ANZ12,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ13,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ14,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ15,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ16,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,AUFZD,AUFZD,DATS,Date as from when the payment history was recorded
KNB4,BUKRS,BUKRS,CHAR,Company Code
KNB4,JAH01,KALJAHR,NUMC,Calendar Year
KNB4,JAH02,KALJAHR,NUMC,Calendar Year
KNB4,JAH03,KALJAHR,NUMC,Calendar Year
KNB4,JAH04,KALJAHR,NUMC,Calendar Year
KNB4,JAH05,KALJAHR,NUMC,Calendar Year
KNB4,JAH06,KALJAHR,NUMC,Calendar Year
KNB4,JAH07,KALJAHR,NUMC,Calendar Year
KNB4,JAH08,KALJAHR,NUMC,Calendar Year
KNB4,JAH09,KALJAHR,NUMC,Calendar Year
KNB4,JAH10,KALJAHR,NUMC,Calendar Year
KNB4,JAH11,KALJAHR,NUMC,Calendar Year
KNB4,JAH12,KALJAHR,NUMC,Calendar Year
KNB4,JAH13,KALJAHR,NUMC,Calendar Year
KNB4,JAH14,KALJAHR,NUMC,Calendar Year
KNB4,JAH15,KALJAHR,NUMC,Calendar Year
KNB4,JAH16,KALJAHR,NUMC,Calendar Year
KNB4,KUNNR,KUNNR,CHAR,Customer Number 1
KNB4,MANDT,MANDT,CLNT,Client
KNB4,MON01,KMONA_FI,NUMC,Calendar Month
KNB4,MON02,KMONA_FI,NUMC,Calendar Month
KNB4,MON03,KMONA_FI,NUMC,Calendar Month
KNB4,MON04,KMONA_FI,NUMC,Calendar Month
KNB4,MON05,KMONA_FI,NUMC,Calendar Month
KNB4,MON06,KMONA_FI,NUMC,Calendar Month
KNB4,MON07,KMONA_FI,NUMC,Calendar Month
KNB4,MON08,KMONA_FI,NUMC,Calendar Month
KNB4,MON09,KMONA_FI,NUMC,Calendar Month
KNB4,MON10,KMONA_FI,NUMC,Calendar Month
KNB4,MON11,KMONA_FI,NUMC,Calendar Month
KNB4,MON12,KMONA_FI,NUMC,Calendar Month
KNB4,MON13,KMONA_FI,NUMC,Calendar Month
